premise	hypothesis	prediction	label
'And I don't want to risk a fire fight with what appear to be horribly equal numbers.'	I don't want to get in a fight.	0	1
He was crying like his mother had just walloped him.	He cried like his mom hit him.	2	1
explanations, and to corroborate findings.	To disapprove findings and explanations.	1	0
yeah now do Indian are Indian foods kosher	Indian foods are kosher now too.	1	2
Look for the servant girl hurtled into hell for flirting with the devil.	The depiction of the servant girl being flung into hell is very graphic.	1	2
Her eyes flashed continually from one window to the other.	Each of the windows she was looking at were large and brightly lit.	1	2
Pro-choicers point out that these close-up images literally cut the fetus's context--the woman--out of the picture.	Pro-choices say the close-up images are unfair.	2	1
Nobody knows much about the early Etruscans.	There is no proof that early Etruscans ever existed.	0	2
The renowned Theban queen Nefertari, wife of Ramses II, has the most ornate tomb (number 66) but it is not always accessible.	The most ornate tomb (number 66), though not always accessible, is of the renowned Theban queen Nefertari.	2	1
well Jerry do you have a favorite team	Jerry, do you follow any sports?	1	2
It was made up to look as much like an old-fashioned steam train as possible.	They dressed it up as a modern bullet train.	1	0
The lucrative tin mines of Kuala Lumpur in the State of Selangor, of Sungai Ujong in Negeri Sembilan, and of Larut and Taiping in Perak were run for the Malay rulers by Chinese managers providing coolie labor.	Successful tin mines were owned by the Malay but administrated by the Chinese.	2	1
On the left of the entrance ramp is the open space once occupied by the Temple of Athena, close to which are the remains of the Pergamene library.	The Temple of Athena can no longer be seen, but the remains of the Pergamene library still exist nearby.	0	1
Well, she's found.	She was unharmed.	0	2
There are certain categories of control activities that are common to all agencies.	All agencies share some things in common in certain regards.	2	1
For big Raj-buffs, the supreme example of Indo-Gothic style is the Victoria Terminus, affectionately abbreviated to VT nowadays, once the railway station that launched adventures inland, now handling mostly suburban traffic.	The Victoria Terminus is still the main departure point for travelers heading deeper into the country.	2	0
The party's broad aims were to support capitalist policies and to continue close ties with Britain and the rest of the Commonwealth.	Radical socialism and isolationism was the primary aim of the party's platform.	2	0
and the nurses aren't no see you have to pay that	You have to pay for that if social security won't cover it.	1	2
Or to judge by the  Failing to nurse at night can lead to painful engorgement or even breast infection.	Mothers can go many hours without nursing.	2	0
From the inventories of the initiatives they developed in response to our request, we asked agency officials to identify those agency components and initiatives that, in their view, had successfully involved and empowered employees.	Agency officials need to identify the components that helped their employees improve their performances.	2	1
After shuttering the DOE, Clinton could depict himself as a crusader against waste and bureaucracy who succeeded where even Reagan failed.	Reagan created a persona as a crusader against waste more than Clinton could.	1	0
While obviously constrained by their bondage, blacks nonetheless forged a culture rich with religious observances, folk tales, family traditions, song, and so on.	Their traditional life is holding them back.	1	2
Another thing those early French and Dutch settlers agreed upon was that their island should be free of levies on any imported goods.	The French and Dutch settlers did not want taxes on imported goods.  	0	1
uh the one we thought would be the most timid uh turned out to be the one that stuck with it and was the first to learn	The one we thought would be timid was the first one to learn how to climb without a harness. 	1	2
To assist programs with implementing these web sites, the Northwest Justice Project and ProBonoNet in New York are hiring two full-time circuit riders to assist grantees with content management and to ensure that each web site supports the entire state justice community.	The Northwest Justice Project and ProBonoNet in New York will hire more people.	2	1
He charged Jon, knife high.	He charged Jon with a knife.	2	1
For example, the CFO Council and the Office of Management and Budget (OMB) are aggressively working on eight priority initiatives outlined in the1998 Federal Financial Management Status Report and FiveYear Plan.	The CFO Council and the OMB are working hard on several priority initiatives.	2	1
She will step down from the court in December 2002.	She's going to step down from the court in the winter of 2020.	1	0
yeah um gosh i think it was only like three and a half pounds and for me that's big that's why i'm saying i love to go fishing because i've never caught anything really really big um so because it's always been you know in the on a lake and uh i know they have bigger fish than that but you know three and a half pounds and that was huge for me	It was just a few pounds but I ate it all.	1	2
oh sure sure right um-hum right	Whatever you say	0	2
In the meantime, the philosophy is to seize present-day opportunities in the thriving economy.	The philosophy was to seize opportunities when the economy is doing poorly.	2	0
In addition, because funding is secured on an	In addition, because funding isn't secured on an	2	0
This popular show spawned the aquatic show at the Bellagio.	Bellagio's water display was born from this well received show.	2	1
There are a number of expensive jewelry and other duty-free shops, all with goods priced in US dollars (duty-free goods must always be paid for in foreign currency).	You can pay using the US dollar when buying goods from the duty-free shops.	1	0
This tourist heartland is also home to 100,000 Jamaicans who live in the hills surrounding the town.	100,000 Jamaicans live in the hills round this town, which is a very popular tourist destination.	2	1
If the data from a series of tests performed with the same toxicant, toxicant concentrations, and test species, were analyzed with hypothesis tests, precision could only be assessed by a qualitative comparison of the NOEC-LOEC intervals, with the understanding that maximum precision would be attained if all tests yielded the same NOEC-LOEC interval.	They did not have enough resources to run more than one test.	2	0
it it i think that is the biggest problem when you really not you don't don't really need the stuff but the nicer looking clothes are the more expensive nicely tailored clothes	It costs more for suits that you can not wash yourself.	1	2
In the stock market, however, the damage can get much worse.	The stock market can experience much worse damage. 	2	1
It isn't, of course.	It is, of course.	1	0
there and they uh they in fact they had this was in uh the late twenties and they in fact used some of the equipment that had been left over and uh he turned them down it it's interesting that that most people don't realize how small the canal is have you ever been there	This was in 1928	1	2
If that investor were willing to pay extra for the security of limited downside, she could buy put options with a strike price of $98, which would lock in her profit on the shares at $18, less whatever the options cost.	The strike price of Lowe's stock could be $98.	1	2
Straightened out for a while, Humayun came back in 1555 with his Persian army to recapture the Punjab, Delhi, and Agra, but the next year his opium habit caused his death (see page 64).	Straightened out for a bit, Humayun came back in 1555 with his army to recapture the provinces, but was stopped by an opium addiction and a band of rogues.	1	2
3)  Dare you rise to the occasion, like Raskolnikov, and reject the petty rules that govern lesser men?	Would you rise up and reject any rules that come up	0	1
it's actually there well Iraq has had uh designs on that place since nineteen twenty two so you know it wasn't like something that just suddenly popped up	Iraq has always wanted to control that area since 1922.	2	1
findings, the Administrator has determined that an environmental impact statement need not be prepared.	The Administrator believes a environmental impact statement should be prepared.	1	0
Over their backs fell the cutting lashes of a whip.	They were whipped everywhere else except for their backs.	2	0
For instance, when Clinton cited executive privilege as a reason for holding back a memo from FBI Director Louis Freeh criticizing his drug policies, Bob Dole asserted that the president had no basis for refusing to divulge it.	Bob Dole stated that Clinton had no right to privilege for actions not involving the presidency.	0	2
My article does not say or imply that real earnings growth only reflects retentions and that dividend growth must be zero or that all valuation techniques are out the window for firms that don't pay dividends.	My article doesn't say or imply that real earnings growth reflects only retentions and that dividend growth must be zero or that valuation techniques are unused for firms which don't pay dividends.	0	1
but like they always say you know got a good profit sharing plan just no profit	This profit sharing plan sounds like a scam.	1	2
High Crimes is painfully shoddy, even for a book rushed to press.	High Crimes was carefully written and was not rushed. 	2	0
If you have any questions about this report, please contact Henry R. Wray, Senior Associate General Counsel, at (202) 512-8581.	Henry R. Wray will always be available to answer your calls and respond to any questions you may have.	0	2
Progressives at last are noticing that the best argument for government activism is that it works.	Finally, progressives are noticing that the best argument for government activism is its success.	2	1
I am glad she wasn't, said Jon.	Jon was glad that she wasn't. 	0	1
Information  Computer Attacks at Department of Defense Pose Increasing Risks	The computer attacks on the Department of Defense are easily mitigated.	0	2
It is also sometimes called simply Beaubourg, after the 13th-century neighborhood that surrounds it.	It is usually referred to as Little Paris because of the many French immigrants.	2	0
As long as Assad lives, he can manage these troubles and keep an agreement with Israel.	As long as Assad doesn't die he will be able to take care of the troubles.	0	1
The advent of the Bronze Age (about 3200 b.c. ), and the spread of city-states ruled by kings, is marked by the appearance of royal tombs containing bronze objects in such places as Troy in the west, and Alacah??y??k near Ankara.	The tomb of Troy is full of bronze and silver treasure.	2	0
yeah i can usually i can put in oh probably mid March i can put anything in the ground you know beets and onions and stuff like that	I can put anything in the ground, but my expertise is definitely with onions.	0	2
and i use a one of those black soaker hoses that actually oozes water every where so i lace it up and down there a couple of times and i only have to water about two hours a week	I takes me just about half an hour to water, and I do it once a week.	2	0
The final rule contains a Federalism Assessment under Executive Order	The final rule had a federalism assessment that was added through executive order.	2	1
Part 2), Confidentiality of Alcohol and Drug Abuse Patient Records.	Drug and alcohol rehab records are to be kept confidential	0	1
Dirt mounds surrounded the pit so that the spectators stood five or six people deep around the edge of the pit.	The hole is seven feet deep.	1	2
Of course I had a watch kept on Mr. Inglethorp, hoping that sooner or later he would lead me to the hiding-place. 	There is no way to tell where he is.	0	2
Improvements in architecture, regaining intimate space and scale and all the rest, won't disguise the ugliness of advertising the local bank, Chevy dealer, and chain retailer as a backdrop for baseball.	Local advertisements are beautiful. 	2	0
, First-Class Mail used by households to pay their bills) and the household bill mail (i.e.	Second-Class Mail used by households to pay their bills	1	0
After criticizing the GOP openly for weeks, Buchanan announced that he would seek the Reform presidential nomination, which would bring him $12 million in federal funds.	Buchanan was not given the nomination because of his public comments.	0	2
um-hum  right do where are you at what state	How many miles did you run?	2	0
i think the rate of processing is just about uh reached the rate of housing anyway so keep the keep the normal as it is can't upset the system very much	The rate of processing just reached the rate of housing, it used to be way below that.	1	2
Lie back, and DON'T THINK.	Stand up and start thinking.	1	0
In keeping with other early Buddhist tenets, there is no figurative representation of Buddha here, However, there is a large gilded statue from a later period inside, and behind the temple are the spreading branches and trunks of the sacred Bodhi Tree, which is said to have grown from a sapling of the first one that stood here 2,500 years ago.	There are several figurative representations of Buddha located there.	1	0
Chennai, known until 1996 as Madras, is easy-going, pleasant, and remarkably uncrowded.	The city's designation as sacred ground deters any typically rowdy behavior.	0	2
The materials then are searched for counterevidence and subsidiary or branching paths are laid out.	The branching paths are to either prosecute or release.	1	2
The stuff was strong, but somewhat brittle.	It was strong, yet brittle.	0	1
yeah i it just totally ridiculous i mean the Israeli's could have fixed the whole problem years ago if they just sent sent their guys in there and killed Saddam	Israel could've killed Saddam and saved everybody some trouble.	2	1
I didn't get it at the time." The thought saddened him a little, for it seemed to prove that Mrs. Vandemeyer and the girl were on intimate terms.	It was proven that Mrs. Vandemeyer and the girl had an affair	0	2
Strategic parents might spend a large portion of their tax cuts, causing interest rates to rise.	If parents who receive tax cuts end up spending more on goods, interest rates could go up.	1	2
The street ends at Taksim Square (Taksim Meydane), the heart of modern Istanbul, lined with luxurious five-star hotels and the glass-fronted Ataturk Cultural Centre (Ataturk Keleter Sarayy), also called the Opera House.	The street is in the heart of Istanbul.	0	1
Until all members of our society are afforded that access, this promise of our government will continue to be unfulfilled.	The promise of our government is met regardless if everyone can afford that access	2	0
right just get you away from the everyday things that are going on we when the children were smaller we used to go to uh Delaware along the ocean ocean most every year and that was fun we stayed mostly in state parks and uh we really enjoyed that	We didn't enjoy staying in the state parks.	1	0
Why blame her because she had been true to her creed? 	The woman blamed herself as well.	1	2
did you well it's not just that are there enough jobs for people here now	it's not only that people can find jobs here more easily now	2	1
No, I don't know. 	I don't know what she said, no.	1	2
Ocho Rios is Spanish for  eight rivers,  but this name is not descriptive of the area.	The area doesn't have eight rivers, only four.	0	2
The four Javis children? asked Severn.	Severn knows everything about the Jarvis children.	0	2
Both initial and supplemental proposed rule publications invited comments on the information collection requirements imposed by the rule.	Proposals are available to the public and allow for citizen input.	1	2
We come to a little difficulty here, since Mrs. Inglethorp never drank it."	Mrs. Inglethorp did not drink it. 	0	1
well i meant when when you were when you were growing up i mean like Galveston	You grew up in Tulsa.	1	0
Arsenic would put poor Emily out of the way just as well as strychnine. 	Arsenic would be just as effective as strychnine for getting rid of Emily.	2	1
The following are examples of how teams were used in the agency initiatives we reviewed.	We reviewed how sales teams were used in the initiatives.	1	2
i tell you what i would not i would not buy a car that had the seat belt where it was hooked under the door	I used to own a car with the seat belts there.	1	2
The most comfortable courses are in the cooler hill stations, notably Cameron Highlands and Fraser's Hill.	It's best to golf in the cooler hill stations.	0	2
Who? asked Tommy.	Tommy asked about the location.	1	0
This call to play fortuneteller is not easily refused.	It's not easily refused the call to play fortuneteller.	0	1
However unsatisfactory and over-argued the revisionist case, it did make one serious  that the United States had clear national and economic interests and found the Cold War an unusually congenial way to pursue them.	The revisionist case resulted in the United States changing its policy.	1	2
(Never mind the strictest reading, which supposes that creation took a week.)	Which supposes that the creation took a month.	1	0
According to the Natural Resources Conservation Service, this single, voluntary program will provide flexible technical, financial, and educational assistance to farmers and ranchers who face serious threats to soil, water, and related natural resources on agricultural and other lands, including grazing lands, wetlands, forest lands, and wildlife habitats.	Farmers and ranchers must have all of their licenses and permits to qualify. 	0	2
He was born Siddhartha Gautama in a grove of sal trees at Lumbini (just across the Nepalese border) around the year 566 b.c.	Siddhartha Gautama was born in a tree grove. 	0	1
Improvements in architecture, regaining intimate space and scale and all the rest, won't disguise the ugliness of advertising the local bank, Chevy dealer, and chain retailer as a backdrop for baseball.	Baseball should be about the sport, not advertisements.	1	2
(Imagine the difference between smoking a cigarette and injecting pure nicotine directly into a vein.)	Smoking a cigarette is a lot like injecting pure nicotine.	1	2
The tourist industry continued to expand, and though it became one of the top two income earners in Spain, a realization that unrestricted mass tourism was leading to damaging long-term consequences also began to grow.	Tourist's caused damage to Spain.	2	1
Additional information is provided to help managers incorporate the standards into their daily operations.	Managers can better apply the standards to their operations by reading the additional information.	2	1
Load time is divided into elemental and coverage related load time.	Load time is comprised of three parts.	1	0
The Standard , published a few days before Deng's death, covers similar territory.	The Washington Post covers similar territory.	1	2
36 million could mean the state's legal services for the poor will lose six of their 21 regional offices, the head of a poverty-law resource center said.	The state's legal services department could lose a lot of funding.	2	1
Of particular significance --the American public has become acutely aware of the hazards to their health, including the risk of mortality, posed by inhalation of fine particles and exposure to mercury through fish consumption.	The consumption of fish is the main way in which mercury poisoning occurs.	1	2
The stuff was strong, but somewhat brittle.	The plaster was strong, yet brittle.	0	2
yeah yeah uh-huh yeah we we saw that one uh we find that uh that uh if you can get into those dollar movies you know they're uh they're a dollar and a half what is it dollar and a quarter dollar and a half now	You can get it at the dollar movies.	1	2
no no not at all it	Not all of it	2	1
Even after having just seen Adrin's skill with his rapier, Ca'daan had not seen a man move so sure and so naturally with such devastating results.	Ca'daan smirked at Adrin's pathetic rapier moves.	1	0
Savonarola burned in Florence	Savonarola was branded a heretic and burned at the stake.	1	2
Once or twice, but they seem more show than battle, said Adrin.	Adrin said they liked to perform more than they did fight.	2	1
Our work has also shown that agencies can do a better job of providing incentives to encourage employees to improve performance and achieve results.	Popular incentives are trophies presented in a short ceremony.	1	2
it's so bad wanted to mow today i was off and i wanted to mow the yard but just walking across it it's still so mushy if i took a mower out there i'd tear the sod up so bad	The best time to mow the lawn is when it's wet and mushy. 	1	0
It hopes to bring on another 25 or 35 people when the new building opens next fall.	They already have a waiting list for the new building.	0	2
Maybe in that sense, the behavior of the Pippens and Iversons of the world is defensible.	In one sense their antics are justifiable.	2	1
They do not know it themselves.'  	They did not ask, and so, they do not know.	0	2
The Wall Street Journal Business Bulletin has a fact that dramatizes how profoundly well-off this country is--Americans throw out approximately 12 percent of the stuff they buy at the supermarket.	Americans just throw away 12 percent of what they buy at foreign supermarkets.	0	2
At 60 cents, it's a bargain!	It is a rip off for 60 cents.	1	0
The universal credibility problem with polling is that wordsmithing and mathematics don't mix, and never will.	Wordsmithing and mathematics go together nicely.	1	0
There is very little to see here, or at the ruined Essene monastery of Qumran itself.	Most visitors skip this city, or only stay here a night while passing through.	0	2
I've always jumped on sentiment and here I am being more sentimental than anybody.	I'm being the most sentimental of all, which isn't normal.	2	1
probably you probably got everybody on you because they were probably all going to law school	They don't like to study, they aren't going to college.	2	0
yeah yeah i i went i went off to school wanting to either be a high school algebra teacher or high school French teacher because my two favorite people in the in high school were my algebra teacher and French teacher and uh and i was going to do that until the end of our sophomore year when we wanted uh we came time to sign up for majors and i had taken chemistry for the first time that year and surprised myself i did well in it	You are required to sign up for a major freshman year. 	1	0
It must also report the information to the employee's home agency promptly to facilitate disbursement of pay by the home agency.	The information is all reported at once at the end of the fiscal year.	0	2
ran toward us rather slowly, like people finishing their run.	They did not run toward us amazingly quickly.	0	1
But, as the last problem I'll outline suggests, neither of the previous two objections matters.	I had outlined all of the problems that were available.	0	2
The tabs are getting fed up with women who have become rich and famous by telling everyone else how to be better.	Men who have become rich and famous by telling everyone else how to be better are making people fed up.	2	0
Snap Judgment	Judgments take a long time to make.	2	0
Indeed, 58 percent of Columbia/HCA's beds lie empty, compared with 35 percent of nonprofit beds.	58% of Columbia/HCA's beds are empty, said the report.	0	1
yeah i'm trying to find out how long we're supposed talk	We need to talk a lot.	1	2
Energy-related activities are the primary source of U.S. man-made greenhouse gas emissions.	Producing dirty energy is the main source of US greenhouse gas emissions.	1	2
yes i i always turn on the TV set and it seems like i catch that program in the last five minutes and	I often find myself catching only the last five minutes of that program.	2	1
Leather Wares	The wares are leather belts.	1	2
Where do you think she can be, Sir James?" The lawyer shook his head.	Where did she go?	0	1
yeah that's that's always nice when you have an animal that the kids can play with like that how old are the kids	It's good for kids to have a dog. 	1	2
you know our church each year has a one of their major fund raisers is you know a garage sale and there's a ton of clothes always you know left over and i take those down to the uh	Our church has a garage sale each year. 	2	1
It will be held in the Maryland woods, and the telecast will consist of jittery footage of the contestants' slow descent into madness as they are systematically stalked and disappeared/disqualified by Bob Barker.	The show will be set in Florida.	2	0
From his second sight Jon saw San'doro grappling with a much larger man.	San'doro was running away so he didn't have to fight.	2	0
oh for heaven sakes for the drugs yeah uh-huh	I don't really believe that.	0	2
In that case, price discrimination can survive.	In that circumstance, discrimination in price is fine.	0	1
But, Slate protests, it was [Gates'] byline that appeared on the cover.	But, it was Gates' byline that was on the cover, Slate protests.	2	1
Unless the political culture changes drastically, there will always be one or more independent prosecutors investigating the administration of the day and/or past administrations, anyway.	No one questions the political system enough to make decent or noticeable changes.	0	2
Everything is a celebration.	All of the things are celebrations.	2	1
It is extremely dangerous to  Every trip to the store becomes a temptation.	There are dangerous temptations regarding going to the store.	2	1
Until all members of our society are afforded that access, this promise of our government will continue to be unfulfilled.	The promise of our government won't be fulfilled until all of society can afford access. 	0	1
'For one thing, Mr. Franklin, you appear to be taking your...re-actualisation...extremely well.'	Mr. Franklin is taking the situation very well.	2	1
2. Receiving Water Samples	The water samples are received by the lab.	1	2
yeah that's that's always nice when you have an animal that the kids can play with like that how old are the kids	It's never nice for kids to have animals to play with. 	2	0
As it is now, Web companies not only have the ability to provide diabolically precise demographic targeting to political campaigns, they can also make such offers exclusively.	Web companies use this advantage to assist those politicians that they prefer for office. 	1	2
Climate changes had already had the effect of reducing the amount of forest land; the monks accelerated this process by clearing many more acres in order to make room for ever-growing herds of sheep.	The effect of reducing the amount of forest land is habitats will be destroyed.	0	2
When asked about the Bible's literal account of creation, as opposed to the attractive concept of divine creation, every major Republican presidential candidate--even Bauer--has squirmed, ducked, and tried to steer the discussion back to faith, morals, and the general idea that humans were created in the image of God.	Every republican presidential candidate has tried to avoid the question of creation.	0	1
Over most of the 1980s and 1990s, the U.S. was able to invest more than it saved by attracting financing from abroad.	The US could save more than it invested in the 1980's and 90's.	1	0
Most produce is locally grown, with some from the restaurant's own organic garden.	Most produce is local.	2	1
The story of the technology business gets spiced up because the reality is so bland.	Reality is so bland that the virtual reality technology business gets spiced up.	0	2
If you still want to join, it might be worked.	It's too late to try anything now because you can't join.	2	0
so he donates a lot not everything but a lot of the material then what he doesn't donate we just go out and buy	He donates all of the material.	2	0
Tuppence seized the bell and Jane the knocker.	Tuppence and Jane waited before entering the room.	1	2
A more unusual dish is azure, a kind of sweet porridge made with cereals, nuts, and fruit sprinkled with rosewater.	Azure is a common and delicious food made with cereals, nuts and fruit.	2	1
The way we try to approach it is to identify every legal problem that a client has.	We try to focus on the first legal problem in front of us.	1	0
Do not talk.	You should start talking now.	1	0
Also, the tobacco executives who told Congress they didn't consider nicotine addictive might now be prosecuted for fraud and perjury.	Some tobacco executives told Congress nicotine is not addictive.	0	1
The rise of the British Empire in India had begun.	It started the rise of the German Empire in India.	2	0
As a result, EPA could not ensure that it was directing its efforts toward the environmental problems that were of greatest concern to citizens or posed the greatest risk to the health of the population or the environment itself.	EPA could ensure it was directing its efforts toward the environmental problem.	1	0
so are can i just ask you are you Canadian	Are you from the U.S.?	1	0
Disney CEO Eisner, who's actually underrated as a pop-culture maven (he was responsible for Happy Days and Welcome Back, Kotter ), insists that ABC's downturn is cyclical and that it will soon return to life.	Eisner is a big fan of ABC.	1	2
uh-huh how about any matching programs	Why is there no matching program? 	0	2
A member of the only student-run chapter of the American Civil Liberties Union in New York state, Zelon worked to resolve disputes between students and police officers to help protect the public's right to peaceful protest.	Zelon is the only student-run chapter of the American Civil Liberties Union in New York state.	2	1
They wanted you, so they got you."  Dave considered it.	They obtained you because they wanted you.	2	1
In this rule, cost refers to historical cost and market refers to the current replacement cost by purchase or production.	The future cost is used.	2	0
Have you got him?"	Did you catch him?	2	1
His ruthless campaigns resulted in more than 600,000 Irish dead or deported.	600,000 Irish died or were deported due to his ruthless campaigns. 	2	1
Mortifyingly enough, it is all  the difficulty, the laziness, the pathetic formlessness in youth, the round peg in the square hole, the whatever do you want?	Many youth are lazy.	2	1
So far, however, the number of mail pieces lost to alternative bill-paying methods is too small to have any material impact on First-Class volume.	The amount of lost mail is huge and really impacts mail volume	2	0
Eighty percent of pagers in the United States were knocked out by a satellite malfunction in space.	The pagers were only knocked out for a brief period of time.	0	2
and if it's above six hundred you're going to have to do it and i got one thirty one	If it's is over six hundred you are required to do it, but I got one thirty one. 	2	1
Exhibitions are often held in the splendid entrance hall.	The entrance hall is often used to host exhibitions.	2	1
Paris and its immediate surroundings are a magnet for tourists, students, businessmen, artists, inventors ' in short, everyone except perhaps the farmer and fisherman, who may well come to the city to protest government policies.	Farmers and fishermen are big fans of the government policies and have never thought to protest them.	2	0
A man like me cannot fail… .	A man like me can only succeed.	0	1
Participants suggested the need for a new reporting model for auditing, a renewed focus on the quality of auditing, and building more effective working relationships with the audit committee.	Participants wanted a new auditing model and a focus on quality.	2	1
approaches for setting different requirements for sources that pose different levels of hazard (tiering); worst-case releases and other hazard assessment issues; accident information reporting; public participation; inherently safer approaches; and implementation and integration of section 112(r) with state programs, particularly state air permitting programs.	The hazards range from effecting the individual all the way up to the community.	0	2
have you read Tom Clancy	He asked if he read Stephen King.	1	0
Placido Domingo's appearance on the package, compellingly photographed in costume as the ancient King of Crete, (Anthony Tommasini, the New York Times ) is the main selling point for this new recording of one of Mozart's more obscure operas--a fact that does not make critics happy.	Placido Domingo is the reason that people are purchasing the new Mozard opera recordings.	2	1
It shows clearly enough that my poor old friend had just found out she'd been made a fool of!	I was relieved that my friend was feeling so well and happy.	2	0
Then you're ready for the fray, either in the bustling great bazaars such as Delhi's Chandni Chowk or Mumbai's Bhuleshwar, or the more sedate ambience of grander shops and showrooms.	The grander showrooms and shops have a very calm atmosphere. 	0	1
For instance, when Clinton cited executive privilege as a reason for holding back a memo from FBI Director Louis Freeh criticizing his drug policies, Bob Dole asserted that the president had no basis for refusing to divulge it.	Bob Dole stated that Bill Clinton had no right to privilege.	0	1
There is a roller coaster up there as well, but experienced riders consider it too slow and uneventful despite the altitude.	Experienced riders think that the roller coaster is too fast and scary.	2	0
The primary screen must be integrated into the standard intake procedure of the emergency setting and must be the responsibility of the staff to administer to all patients.	Integration of primary screens will prevent patients from leaving early.	1	2
Such a knowledgebased process enables decision makers to be reasonably certain about critical facets of the product under development when they need this knowledge.	The knowledge base will give them information needed for the product to be developed.	2	1
actually i listened to one time i remember it's this is back when rap even uh i would say about ten or fifteen years ago i	About 15 years ago  I listened to Rap one time, I am not really that fond of it,	1	2
A museum inside the building gives intriguing insight into the life and heyday of the their rich costumes, their scimitars, and rifles inlaid with bright jewels and silver and a horrible bludgeon with a double serrated edge.	There is a museum that is outside next to the building. 	1	0
While AILA has joined the ACLU and other organizations in a Freedom of Information Act request to find out who is being detained where and why, Mohammed notes that the reasons for the immigrants' detention were not immediately clear and sometimes had dire consequences.	The AILA joined the ACLU in requesting the information to be released immediately.	0	2
After several years of private practice from 1982-90, he became the judge of Decatur County Court for a year.	After working in the military for nearly a decade, he became Sheriff of Decatur County.	1	0
I saw that a faint streak of daylight was showing through the curtains of the windows, and that the clock on the mantelpiece pointed to close upon five o'clock. 	I saw that it was already morning, and the sun was coming up.	2	1
His vigorous strides soon enabled him to gain upon them, and by the time he, in his turn, reached the corner the distance between them was sensibly lessened.	He walked quickly after them, having gained considerably upon rounding the corner.	0	1
yeah uh-huh but we look at it sort of as an investment in the future too	We should think less about our future and more about what we're investing in today.	2	0
Unsurprisingly, golfing is prohibitively expensive.	It costs $100 to golf just 9 holes!	0	2
Michael B. Wachter of the University of Pennsylvania and his colleagues conclude that there is a wage and fringe benefit premium for the postal bargaining labor force of 29.	Wachter teaches economics at the University of Pennsylvania. 	1	2
The most popular form of shadow theater is known as Wayang Siam.	Wayang Siam is the most popular form of shadow theater. 	2	1
just look what we did to Iraq	Iraq was something that shouldn't have happened	1	2
It is the official solution, Liq. 	This is an unofficial solution, Liq.	2	0
Puppet Shows.	Television shows	1	0
oh constantly	I jog constantly	0	2
Thus, the net scale benefit is initially positive, whether or not we adjust for the wage premium.	Net scale benefits can become negative over time.	1	2
Cases in Comparative	Cases care not related to law.	0	2
the only thing that they had a great abundance of was uh you know human beings	They had a large amount of resources such as fruit and wheat.	1	0
All of our many earnest experiments produced results in line with random chance, they conclude.	The experiments proved that it was no different that random chance.	2	1
Ca'daan closed the door behind them and retied the not.	Ca'daan closed the door as they entered, and bound it shut with rope.	0	1
It's come back? cried Julius excitedly.	They thought it was gone forever.	0	2
yeah okay yeah those games are fun to watch you you you watch those games	Those games are a lot of fun.	2	1
Although it's hard to disagree with James Surowiecki's roasting of Wade Cook in The Book on Cook, Surowiecki's assertion that the equity stock option market is simply a big casino that contribute[s] nothing to the smooth functioning of capital markets is both wrong and silly.	Wade Cook wrote The Book on Cook.	2	0
In the 1980s, and as late as 1994, a major Republican theme was a sort of taunting, nyah-nyah populism.	The Republicans changed their theme after 1995.	1	2
um yeah we've tried to do that we've paid ours off you know all the way down to where we had everything down to zero and especially right before i i quit work two years ago to stay home with the kids	We have paid ours off all the way down to zero.  	0	1
You can alternate lazy days on the beach with some of the Medi?­ter?­ra?­nean's best deep-sea diving, boat excursions around pirate coves, canoeing and fishing on inland rivers, or hikes and picnics in the mountains.	If you feel the need for adventure, you can go on an excursion to the desert and try your hand at dune surfing!	1	0
TEST ORGANISMS	Trial Living Plants	1	2
David Cope, a professor of music at the University of California at Santa Cruz, claims to have created a 42 nd Mozart symphony.	Music Professor David Cope who specializes in Mozart's music claims to have created Mozart's 42nd symphony.	2	1
Others watched them with cold eyes and expressionless faces.	Some people who were not emotive were watching.	2	1
Benchmarked by U.S.	The benchmark is notable.	1	2
Took forever.	Was quick	1	0
The campaigns seem to reach a new pool of contributors.	The campaign drew in a new crowd of funders 	2	1
Stale macho jokes and formulaic cliffhangers drive this chase-by-numbers thriller on the bumpy road to nowhere (Holden, the New York Times ).	The movie is riddled with cliches and male buddy humor that make the film boring.	0	1
and when they get out they should have uh i don't know you know some reasonable amount of money	We should give them money for when they get out.	1	2
As a result, EPA could not ensure that it was directing its efforts toward the environmental problems that were of greatest concern to citizens or posed the greatest risk to the health of the population or the environment itself.	EPA couldn't ensure it was directing its efforts toward the environmental problem.	0	1
He seemed to have aged a thousand years.	He looked many years younger.	2	0
Based on field observations and some discussions with U.S.	The field observations may have been faulty. 	1	2
Every fresh circumstance seems to establish it more clearly."	Every new thing seems to prove it to us that we are right.	1	2
um-hum yeah i know what that's like uh-huh	That's like the worst thing that could happen.	0	2
Today it is the effects of pollution that are taking their toll on Agra's monuments.	Nowadays there is so much pollution that Agra has had to take measures to protect its monuments.	1	2
Views from  Implementation Research in Education.	Views on using research in education 	2	1
I feel, though, that I should like to point out to you once more the risks you are running, especially if you pursue the course you indicate.	I want to join you on this course and forget about the risks.	1	0
The next morning they ate dry bread, two strips of lean meat, and two eggs fried in animal fat on a skillet of black scorched iron.	They are a vegetarian meal that was cooked in a microwave.	1	0
I'm confused.	Not all of it is very clear to me.	0	1
we were lucky in that in one respect in that after she had her stroke she wasn't really you know really much aware of what was going on	She had a very serious stroke.	0	1
